country,project,submission_date,activity,subactivity,indicator_id,indicator_level,indicator,classification,unit,baseline,actual_to_date,end_of_compact_target,percent_complete_to_date,notes
Ghana,Agriculture,"March 17, 2011",All Activities,N/A,GHANA_AGRICULTURE_0042,Process,Procurement of needs assessment consultant completed,Date,Date,,3-Dec-08,27-Oct-08,COMPLETED,
Ghana,Agriculture,"March 17, 2011",All Activities,N/A,GHANA_AGRICULTURE_0043,Process,Road map and TORs for public education and small grants finalized and approved,Date,Date,,18-Nov-08,26-Nov-08,COMPLETED,
Ghana,Agriculture,"March 17, 2011",All Activities,N/A,GHANA_AGRICULTURE_0044,Process,Number of preparatory studies completed,Cumulative,Number,0,7,3 ,233%,
Ghana,Agriculture,"March 17, 2011",All Activities,N/A,GHANA_AGRICULTURE_0045,Process,Legal and regulatory reforms adopted,Cumulative,Number,0,4,2 ,200%,
Ghana,Agriculture,"March 17, 2011",All Activities,N/A,GHANA_AGRICULTURE_0046,Output,Number of landholders reached by public outreach efforts,Cumulative,Number,0,"10,746","10,000 ",107%,
Ghana,Agriculture,"March 17, 2011",All Activities,N/A,GHANA_AGRICULTURE_0047,Output,Number of personnel trained,Cumulative,Number,0,427,200 ,214%,
Ghana,Agriculture,"March 17, 2011",All Activities,N/A,GHANA_AGRICULTURE_0048,Output,Number of buildings rehabilitated/ constructed,Cumulative,Number,0,3,3 ,100%,
Ghana,Agriculture,"March 17, 2011",All Activities,N/A,GHANA_AGRICULTURE_0049,Process,Value of equipment purchased,Cumulative,US Dollars,0,"478,491.90","266,000 ",180%,
Ghana,Agriculture,"March 17, 2011",All Activities,N/A,GHANA_AGRICULTURE_0050,Outcome,Volume of products passing through post-harvest treatment (metric tons),Cumulative,Metric tons,0,"36,641.32","385,120 ",10%,
Ghana,Agriculture,"March 17, 2011",All Activities,N/A,GHANA_AGRICULTURE_0051,Output,Number of cooling facilities installed,Cumulative,Number,0,10,12 ,83%,
Ghana,Agriculture,"March 17, 2011",All Activities,N/A,GHANA_AGRICULTURE_0052,Output,Area of cold storage facilities constructed                      ,Cumulative,Square Meters,0,"1,350.71","2,081 ",65%,
Ghana,Agriculture,"March 17, 2011",All Activities,N/A,GHANA_AGRICULTURE_0053,Output,Area of pack-houses and other post-harvest infrastructure constructed ,Cumulative,Square Meters,0,"9,781.20","12,940 ",76%,"Actuals reported are the floor Area of the main buildings including Cold Rooms, Processing Sheds and Administration Blocks"
Ghana,Agriculture,"March 17, 2011",All Activities,N/A,GHANA_AGRICULTURE_0054,Process,Number of feasibilities studies approved,Cumulative,Number,0,3,5 ,60%,
Ghana,Agriculture,"March 17, 2011",All Activities,N/A,GHANA_AGRICULTURE_0055,Process,Pack house/other post-harvest infrastructure sites identified,Date,Date,,30-Oct-09,31-Dec-09,COMPLETED,
Ghana,Agriculture,"March 17, 2011",All Activities,N/A,GHANA_AGRICULTURE_0056,Outcome,Portfolio-at-risk of agricultural loan fund ,Level,Percentage,100,87.54,20 ,16%,
Ghana,Agriculture,"March 17, 2011",All Activities,N/A,GHANA_AGRICULTURE_0057,Outcome,Value of loans disbursed to clients from agricultural loan fund ,Cumulative,US Dollars,0,"16,740,762.42","26,000,000 ",64%,"Obtained from Agriculture Credit Program Consultant (ACPC) reports.  However, according to the detailed data delivered to MiDA, the value is US$ 16,565,888.85."
Ghana,Agriculture,"March 17, 2011",All Activities,N/A,GHANA_AGRICULTURE_0058,Output,Number of loans disbursed to clients from agricultural loan fund ,Cumulative,Number,0,298,400 ,75%,"Obtained from ACPC reports.  However, according to the detailed data delivered to MiDA, the number is 274."
Ghana,Agriculture,"March 17, 2011",All Activities,N/A,GHANA_AGRICULTURE_0059,Output,Number of clients receiving loans disbursed from agricultural loan fund,Cumulative,Number,0,"10,506","16,050 ",65%,"Obtained from ACPC reports.  However, according to the detailed data obtained from ACPC, the number is 8,365.
In addition to the 10,506 clients who received loans from the ACP funds, 100 clients received loans funded from repaid loans during  Q17."
Ghana,Agriculture,"March 17, 2011",All Activities,N/A,GHANA_AGRICULTURE_0060,Output,Number of participating financial Institutions accredited,Cumulative,Number,0,56,60 ,93%,
Ghana,Agriculture,"March 17, 2011",All Activities,N/A,GHANA_AGRICULTURE_0061,Output,Number of participating financial Institutions' staff trained,Cumulative,Number,0,285,480 ,59%,
Ghana,Agriculture,"March 17, 2011",All Activities,N/A,GHANA_AGRICULTURE_0062, Output , Total outstanding principal balance for group/ individual loans ,Level,US Dollars,0,"10,541,460.66","20,800,000 ",51%,
Ghana,Agriculture,"March 17, 2011",All Activities,N/A,GHANA_AGRICULTURE_0063,Outcome,International Roughness Index  ,Level,Meters per Kilometer,12.67,4.4,5.47 ,115%,
Ghana,Agriculture,"March 17, 2011",All Activities,N/A,GHANA_AGRICULTURE_0064,Outcome,Annualized Average Daily Traffic,Level,Number,286.63,"1,839",566.05 ,556%,
Ghana,Agriculture,"March 17, 2011",All Activities,N/A,GHANA_AGRICULTURE_0065,Output,Kilometers of  feeder roads completed,Cumulative,Kilometers,0,357.54,357.44 ,100%,
Ghana,Agriculture,"March 17, 2011",All Activities,N/A,GHANA_AGRICULTURE_0066,Process,Value of signed contracts for feeder roads works,Cumulative,US Dollars,0,"62,994,710",,,
Ghana,Agriculture,"March 17, 2011",All Activities,N/A,GHANA_AGRICULTURE_0067,Process,Amount of signed contracts for feeder roads works disbursed,Cumulative,US Dollars,0,"62,994,710","49,086,265 ",128%,
Ghana,Agriculture,"March 17, 2011",All Activities,N/A,GHANA_AGRICULTURE_0068,Process,Percent of contracted feeder roads works disbursed ,Cumulative,Percentage,0,100,100 ,100%,"Original value of works as of 14 Febuary 2012 was US$63,323,946, of which US$62,994,710 (99%) was disbursed by the end of Compact closure."
Ghana,Agriculture,"March 17, 2011",All Activities,N/A,GHANA_AGRICULTURE_0069,Process,Kilometers of feeder roads under works contracts,Cumulative,Kilometers,0,357.54,357.54 ,100%,
Ghana,Agriculture,"March 17, 2011",All Activities,N/A,GHANA_AGRICULTURE_0070,Process,Kilometers of feeder roads designed,Cumulative,Kilometers,0,686.04,950 ,72%,
Ghana,Agriculture,"March 17, 2011",All Activities,N/A,GHANA_AGRICULTURE_0071,Process,Value of signed contracts for feeder roads' feasibility and/or design studies,Cumulative,US Dollars,0,"2,352,375",,,
Ghana,Agriculture,"March 17, 2011",All Activities,N/A,GHANA_AGRICULTURE_0072,Process,Amount of signed contracts for design/feasibility studies for feeder roads disbursed,Cumulative,US Dollars,0,"2,352,375","2,352,375 ",100%,
Ghana,Agriculture,"March 17, 2011",All Activities,N/A,GHANA_AGRICULTURE_0073,Process,Percent of contracted design/feasibility studies completed,Cumulative,Percentage,0,100,100,100%,
Ghana,Agriculture,"March 17, 2011",All Activities,N/A,GHANA_AGRICULTURE_0074,Process,Number of environmental assessments approved,Cumulative,Number,0,5,3,167%,
Ghana,Agriculture,"March 17, 2011",All Activities,N/A,GHANA_AGRICULTURE_0075,Process,Number of RAPs for feeder roads as appropriate,Cumulative,Number,0,3,3,100%,
Ghana,All Projects and Activities,"March 17, 2011",All Activities,N/A,GHANA_ALL PROJECTS AND ACTIVITIES_0001,Goal,Net income/revenue,Level,US Dollars,464.12,558.91,888,22%,"For comparability sake, the result in column AK is based on FBO Phase 1 farmers data only; Baseline in 2008; Actual to Date in 2009.  However, we have the results and data for Phase II farmers  - baseline in 2009 and final (Actual to Date) in 2010. To facilitate the evaluation, the FBOs were randomly assigned into “Early Training” (i.e. Treatment Group) and “Late Training” (i.e. Control Group) for each phase. The baseline data and follow-up survey were in 2008 and 2009 respectively for Phase 1 Farmers, and 2009 and 2010 respectively for Phase 2 Farmers.  The figures reported for the crop income indicators are based on the results of the survey of Phase 1 Farmers, namely baseline in 2008 and follow-up in 2009. "
Ghana,All Projects and Activities,"March 17, 2011",All Activities,N/A,GHANA_ALL PROJECTS AND ACTIVITIES_0002,Goal,Crop income (Northern Zone),Level,US Dollars,230.19,443.05,541,68%,"For comparability sake, the result in column AK is based on FBO Phase 1 farmers data only; Baseline in 2008; Actual to Date in 2009.  However, we have the results and data for Phase II farmers  - baseline in 2009 and final (Actual to Date) in 2010. To facilitate the evaluation, the FBOs were randomly assigned into “Early Training” (i.e. Treatment Group) and “Late Training” (i.e. Control Group) for each phase. The baseline data and follow-up survey were in 2008 and 2009 respectively for Phase 1 Farmers, and 2009 and 2010 respectively for Phase 2 Farmers.  The figures reported for the crop income indicators are based on the results of the survey of Phase 1 Farmers, namely baseline in 2008 and follow-up in 2009. "
Ghana,All Projects and Activities,"March 17, 2011",All Activities,N/A,GHANA_ALL PROJECTS AND ACTIVITIES_0003,Goal,Crop income (Afram Basin Zone - East),Level,US Dollars,301.61,298.45,467,-2%,"For comparability sake, the result in column AK is based on FBO Phase 1 farmers data only; Baseline in 2008; Actual to Date in 2009.  However, we have the results and data for Phase II farmers  - baseline in 2009 and final (Actual to Date) in 2010. To facilitate the evaluation, the FBOs were randomly assigned into “Early Training” (i.e. Treatment Group) and “Late Training” (i.e. Control Group) for each phase. The baseline data and follow-up survey were in 2008 and 2009 respectively for Phase 1 Farmers, and 2009 and 2010 respectively for Phase 2 Farmers.  The figures reported for the crop income indicators are based on the results of the survey of Phase 1 Farmers, namely baseline in 2008 and follow-up in 2009. "
Ghana,All Projects and Activities,"March 17, 2011",All Activities,N/A,GHANA_ALL PROJECTS AND ACTIVITIES_0004,Goal,Crop income (Afram Basin Zone - West),Level,US Dollars,699.73,788.31,"1,693.35",9%,"For comparability sake, the result in column AK is based on FBO Phase 1 farmers data only; Baseline in 2008; Actual to Date in 2009.  However, we have the results and data for Phase II farmers  - baseline in 2009 and final (Actual to Date) in 2010. To facilitate the evaluation, the FBOs were randomly assigned into “Early Training” (i.e. Treatment Group) and “Late Training” (i.e. Control Group) for each phase. The baseline data and follow-up survey were in 2008 and 2009 respectively for Phase 1 Farmers, and 2009 and 2010 respectively for Phase 2 Farmers.  The figures reported for the crop income indicators are based on the results of the survey of Phase 1 Farmers, namely baseline in 2008 and follow-up in 2009. "
Ghana,All Projects and Activities,"March 17, 2011",All Activities,N/A,GHANA_ALL PROJECTS AND ACTIVITIES_0005,Goal,Crop income (Southern Zone),Level,US Dollars,468.35,557.44,623,58%,"For comparability sake, the result in column AK is based on FBO Phase 1 farmers data only; Baseline in 2008; Actual to Date in 2009.  However, we have the results and data for Phase II farmers  - baseline in 2009 and final (Actual to Date) in 2010. To facilitate the evaluation, the FBOs were randomly assigned into “Early Training” (i.e. Treatment Group) and “Late Training” (i.e. Control Group) for each phase. The baseline data and follow-up survey were in 2008 and 2009 respectively for Phase 1 Farmers, and 2009 and 2010 respectively for Phase 2 Farmers.  The figures reported for the crop income indicators are based on the results of the survey of Phase 1 Farmers, namely baseline in 2008 and follow-up in 2009. "
Ghana,All Projects and Activities,"March 17, 2011",All Activities,N/A,GHANA_ALL PROJECTS AND ACTIVITIES_0006,Goal,Crop income from staples,Level,US Dollars,457.13,528.38,907,16%,"For comparability sake, the result in column AK is based on FBO Phase 1 farmers data only; Baseline in 2008; Actual to Date in 2009.  However, we have the results and data for Phase II farmers  - baseline in 2009 and final (Actual to Date) in 2010. To facilitate the evaluation, the FBOs were randomly assigned into “Early Training” (i.e. Treatment Group) and “Late Training” (i.e. Control Group) for each phase. The baseline data and follow-up survey were in 2008 and 2009 respectively for Phase 1 Farmers, and 2009 and 2010 respectively for Phase 2 Farmers.  The figures reported for the crop income indicators are based on the results of the survey of Phase 1 Farmers, namely baseline in 2008 and follow-up in 2009. "
Ghana,All Projects and Activities,"March 17, 2011",All Activities,N/A,GHANA_ALL PROJECTS AND ACTIVITIES_0007,Goal,Crop income from high-value crops,Level,US Dollars,526.4,1141.28,969,139%,"For comparability sake, the result in column AK is based on FBO Phase 1 farmers data only; Baseline in 2008; Actual to Date in 2009.  However, we have the results and data for Phase II farmers  - baseline in 2009 and final (Actual to Date) in 2010. To facilitate the evaluation, the FBOs were randomly assigned into “Early Training” (i.e. Treatment Group) and “Late Training” (i.e. Control Group) for each phase. The baseline data and follow-up survey were in 2008 and 2009 respectively for Phase 1 Farmers, and 2009 and 2010 respectively for Phase 2 Farmers.  The figures reported for the crop income indicators are based on the results of the survey of Phase 1 Farmers, namely baseline in 2008 and follow-up in 2009. "
Ghana,Environment,"March 17, 2011",All Activities,N/A,GHANA_ENVIRONMENT_0001,Process,Scoping reports for the 3 zones delivered,Date,Date,,23-May-2008,20-May-2008,COMPLETED,
Ghana,Environment,"March 17, 2011",All Activities,N/A,GHANA_ENVIRONMENT_0002,Process,Public consultation strategy approved,Date,Date,,30-Jun-2008,10-Jun-2008,COMPLETED,
Ghana,Environment,"March 17, 2011",All Activities,N/A,GHANA_ENVIRONMENT_0003,Process,Draft preliminary SEA approved,Date,Date,,24-Sep-2008,13-Aug-2008,COMPLETED,
Ghana,Environment,"March 17, 2011",All Activities,N/A,GHANA_ENVIRONMENT_0004,Process,Compact level environmental indicators submitted,Date,Date,,14-Apr-2009,23-Jul-2008,COMPLETED,
Ghana,Environment,"March 17, 2011",All Activities,N/A,GHANA_ENVIRONMENT_0005,Process,Environmental protection agency (EPA) IEA signed,Date,Date,,24-Jul-2008,30-Jun-2008,COMPLETED,
Ghana,Environment,"March 17, 2011",All Activities,N/A,GHANA_ENVIRONMENT_0006,Process,Total number of resettlement action plans (RAP) approved,Cumulative,Number,0,13,6,217%,
Ghana,Environment,"March 17, 2011",All Activities,N/A,GHANA_ENVIRONMENT_0007,Process,Total number of  environmental assessments approved,Cumulative,Number,0,27,5,540%,
Ghana,Monitoring & Evaluation,"March 17, 2011",Activity 1: Monitoring and Evaluation,N/A,GHANA_MONITORING & EVALUATION_0001,Process,Clean GLSS5+ baseline data received by MiDA,Date,Date,,28-May-2009,31-May-2009,COMPLETED,
Ghana,Monitoring & Evaluation,"March 17, 2011",Activity 1: Monitoring and Evaluation,N/A,GHANA_MONITORING & EVALUATION_0002,Process,FBO survey launched,Date,Date,,4-Nov-2008,1-Nov-2008,COMPLETED,
Ghana,Monitoring & Evaluation,"March 17, 2011",Activity 1: Monitoring and Evaluation,N/A,GHANA_MONITORING & EVALUATION_0003,Process,FBO baseline data received by MiDA,Date,Date,,21-Aug-2009,31-May-2009,COMPLETED,
Ghana,Monitoring & Evaluation,"March 17, 2011",Activity 1: Monitoring and Evaluation,N/A,GHANA_MONITORING & EVALUATION_0004,Process,Feeder roads investment evaluation contract signed,Date,Date,,30-Mar-2009,18-Nov-2008,COMPLETED,
Ghana,Rural Development,"March 17, 2011",All Activities,N/A,GHANA_RURAL DEVELOPMENT_0001,Outcome,Number of practicing procurement personnel who complete training modules,Cumulative,Number,0,175,450,39%,
Ghana,Rural Development,"March 17, 2011",All Activities,N/A,GHANA_RURAL DEVELOPMENT_0002,Outcome,"Number of individuals completing internships at Ministries, Departments and Agencies (MDAs) and Metropolitan, Municipal and District Assemblies (MMDAs)",Cumulative,Number,0,"1,274","1,250",102%,
Ghana,Rural Development,"March 17, 2011",All Activities,N/A,GHANA_RURAL DEVELOPMENT_0003,Outcome,Number of procurement students at various tertiary institutions who have successfully completed one year of coursework,Cumulative,Number,0,278,"1,080",26%,
Ghana,Rural Development,"March 17, 2011",All Activities,N/A,GHANA_RURAL DEVELOPMENT_0004,Outcome,Number of procurement students at various tertiary institutions who have successfully completed two years of coursework,Cumulative,Number,0,119,250,48%,
Ghana,Rural Development,"March 17, 2011",All Activities,N/A,GHANA_RURAL DEVELOPMENT_0005,Outcome,Number of interns who gain employment in public procurement,Cumulative,Number,0,202,100,202%,"The 202 interns represent those who have under-gone 1 year of Compulsory National Service (classified as temporary employment) in procurement related work. A total of 20 of those people who completed their internship in 2009  have obtained permanent employment, but only 12 have been confirmed as being in public procurement. "
Ghana,Rural Development,"March 17, 2011",All Activities,N/A,GHANA_RURAL DEVELOPMENT_0006,Outcome,Number of Tertiary Institutions using the Modules developed by Public Procurement Authority/MiDA,Cumulative,Number,0,8,8,100%,
Ghana,Rural Development,"March 17, 2011",All Activities,N/A,GHANA_RURAL DEVELOPMENT_0007,Process,Number of institutions that agree to accept interns ,Cumulative,Number,0,538,500,108%,
Ghana,Rural Development,"March 17, 2011",Activity 2,Sub-Activity 1: Local Govermnet Service,GHANA_RURAL DEVELOPMENT_0008,Outcome,Level of citizen satisfaction with services ,Level,1-5 scale*,3.3,3.5,4,29%,
Ghana,Rural Development,"March 17, 2011",Activity 2,Sub-Activity 2: Education Facilities,GHANA_RURAL DEVELOPMENT_0009,Outcome,Number of students enrolled in schools affected by education facilities sub-activity,Cumulative,Number,"37,733","41,019","43,393",58%,"Percent complete is affected by the fact that baseline and targets were set based  on data from 327 classroom blocks, but actual recorded data is based on 250 classroom blocks constructed. "
